timestamp,regime,spot,volatility,ground_truth,static_pca,qrc_enhanced,static_error,qrc_error
0,calm,100.74507122951685,0.1472347139765763,8.989054563981838,10.930239545353977,9.984392793387777,21.594984962603913,11.072779927203355
1,calm,100.81384006537894,0.13857239668491717,8.725027914713948,10.975028403660176,10.245516831224492,25.78788871439381,17.426751310977252
2,calm,102.19847315338234,0.1454844739902693,9.939355318721155,11.895041025350018,9.94709253888309,19.67618264884096,0.07784428580958469
3,calm,99.56245937531008,0.12956895610648803,7.555858059185439,10.173747368798658,9.942945912995128,34.64714780382522,31.592544951367568
4,calm,98.00772092665235,0.15393722471738247,7.47781443409923,9.21973483435525,10.068330841419638,23.294512261667947,34.64269446842002
5,calm,101.58568333932837,0.12738895390636865,8.875878185557653,11.483633103464797,10.091789475366262,29.380246814904933,13.699053371271747
6,calm,100.49689514710535,0.1695109025424472,9.63673226439115,10.769327229267084,9.872784532227975,11.752894381646415,2.449505302840738
7,calm,101.50529934683803,0.16945927067511574,10.309935613221263,11.43016207994799,9.855863612129603,10.865504002664869,4.404217621973962
8,calm,100.13057060235725,0.14401985299068265,8.459362793956082,10.533894675987995,9.99339945386,24.523500558624736,18.1341869035329
9,calm,99.2473644346232,0.1600289666304961,8.476359945487275,9.976632428618224,9.939176108530972,17.6994900261365,17.257598455602228
10,calm,99.41183777030176,0.12072970103735763,7.1349113417749095,10.079286410469358,10.053575739699006,41.26715704868161,40.90680679990115
11,calm,98.79658409616758,0.1542987766018951,7.9779119253683035,9.697944475179483,9.920964263231447,21.559934051688263,24.35539970909671
12,calm,100.09034531491154,0.19926484224970573,10.480630406069416,10.50819474480339,9.904253624408653,0.26300267890385104,5.499447641307705
13,calm,98.63591881780789,0.17810410611756375,8.772625685685817,9.599564387546977,9.998731425970298,9.426353425867298,13.976496709361516
14,calm,97.6740048534008,0.15137125949612054,7.179814367264463,9.021118254133846,9.979535622598043,25.645563975366777,38.99434041217816
15,calm,98.15370352534907,0.1772777304883421,8.44730967845122,9.30731055222617,9.883485814169433,10.180766498578613,17.001580270957113
16,calm,100.37573927551881,0.1569289641899395,9.094079072270603,10.691185686269236,9.986374611882617,17.562048903538606,9.811829570877338
17,calm,100.98483041295074,0.13497641150672143,8.71545548045448,11.086769135899353,10.023374738004712,27.20814374834276,15.006895055380726
18,calm,98.66572835556171,0.13368379430069122,7.126801448313785,9.61777979341447,10.013516323495104,34.952262430294816,40.50505540412272
19,calm,104.08025374988443,0.13073968747867748,10.850721913984174,13.199074290585145,9.83474435672563,21.642360713110396,9.36322546382075
20,calm,99.33022757189947,0.16712797588646944,8.793992560706194,10.028285836308605,9.903278273314363,14.035641571014615,12.614130668756099
21,calm,98.28554455325407,0.16744894315320905,8.156240262661647,9.38676282139459,9.81932567851419,15.086884631956435,20.390343617830396
22,calm,100.77257152945907,0.2270546298130944,11.961048499259462,10.94813996252703,10.013887050395553,8.468392522571444,16.27918697081165
23,calm,99.64477208988998,0.14920727715920762,8.330037393174152,10.225551147115915,9.942805628801295,22.755165006762113,19.360876302292322
24,calm,98.92704443611005,0.1635919549786935,8.407619532249441,9.778196960932966,9.926183813309969,16.30161097830779,18.061762609924365
25,calm,100.27968147215414,0.14111002511561635,8.453320451851098,10.629425216670612,10.096234018937999,25.74260348006791,19.43512701836752
26,calm,98.10867406849744,0.16835723894109553,8.083029099810659,9.280252388785918,9.883126061354027,14.811567225500937,22.27007894336956
27,calm,101.16195108014401,0.14961115718200904,9.359115150118058,11.20307829904771,9.918862643467484,19.70232355679899,5.980773656175884
28,calm,102.16190993359918,0.12128275697641121,9.091192521376186,11.870307263247405,10.037184800658892,30.569309090492432,10.405590653353643
29,calm,99.42202960470736,0.11205246035022684,6.829024691565991,10.085664505044264,9.982884360322316,47.68821260084623,46.183163939228656
30,calm,100.42148780160255,0.13754600960358812,8.420309205350343,10.720660003265792,10.055773337192413,27.31907750434847,19.422851251149794
31,calm,100.46094928131491,0.13740598285469774,8.442060096841566,10.746114952670553,9.963240455086698,27.292566380699007,18.019065735083466
32,calm,99.67347819515916,0.1719755370397438,9.193588813264249,10.243647629233486,9.981738090199798,11.421642160613512,8.57281408755664
33,calm,99.80478541844847,0.1882463527967994,9.885620860581007,10.326623079504223,9.89923134613813,4.461047263927717,0.1376796232535603
34,calm,99.98162984072962,0.13205491257028337,7.925417465180544,10.438888057969159,9.96053295757418,31.7140466585044,25.678338098083714
35,calm,99.15441317079404,0.14133393186194879,7.722152420844523,9.918846931731387,10.048215072890066,28.44666086824826,30.12194690390683
36,calm,100.466361348397,0.17950712433899102,9.986397813087365,10.749608300452401,9.884837611275884,7.642500345468256,1.016985340583808
37,calm,98.75915358467151,0.1598537296760081,8.162587158292304,9.674979941162661,9.96569545522,18.528350797870868,22.089911715012242
38,calm,100.14651414782325,0.13453980432289067,8.1260685791244,10.544089377808227,10.137770032479644,29.756342506087652,24.756146638034014
39,calm,100.27501300860753,0.1477813612874098,8.692711070556456,10.626427996298375,9.919321404197966,22.245268593957007,14.110791485940757
40,calm,100.51263396366573,0.18752341678431772,10.314304630445534,10.779498199274578,9.891841455656461,4.510178683843559,4.095895844903157
41,calm,99.29623652184294,0.15590955048846367,8.353978630412406,10.0070813583593,10.02904434669447,19.788208721636227,20.051113252600828
42,calm,100.00786554957728,0.15093961187529484,8.631331850571627,10.455593175576524,9.936418764444241,21.135339905672637,15.120342219100083
43,calm,98.3130368622432,0.13344213842168573,6.896231999569089,9.403373670158707,10.071685970382319,36.355239654731406,46.0462172823021
44,calm,99.62655377728139,0.1694314190190871,9.06869823148017,10.214074322020359,9.972630864708286,12.629994529581387,9.96761178015931
45,calm,96.94115173335985,0.15400268838346845,6.84771558830019,8.592739944976792,10.010687741835639,25.483306573919347,46.190179962199544
46,calm,100.57609817340897,0.14934610503811813,8.951302303428022,10.820557435658252,9.975169006537186,20.882493617876953,11.438187074936126
47,calm,98.41117971716658,0.19110185217242945,9.126097329819238,9.462792272607778,9.978183091567423,3.6893639265537956,9.33680335584436
48,calm,102.94708769937458,0.15070527103943457,10.65864505152524,12.406576727449313,10.104837056319681,16.399192087496566,5.195857377071679
49,calm,99.13627263903298,0.19748283486801194,9.81262728738507,9.907588734852482,9.881473511290345,0.9677474206066375,0.7016084672224616
50,volatile,91.36041204259617,0.32355676475196593,10.194393699478589,5.69614021500751,9.869257921685126,44.124776981108255,3.189358655140939
51,volatile,96.40819878474726,0.3300820704411923,13.206657149760666,8.288010895762078,9.734905722833645,37.24368852936964,26.28788941484664
52,volatile,96.63088773765821,0.5527533312376105,21.638566902757482,8.414637397178396,9.672049106572658,61.11277870205865,55.30180371908033
53,volatile,87.84524941794481,0.4312202615186514,12.239269230519128,4.21568172237771,9.723993011179289,65.5560994453351,20.550869271409546
54,volatile,83.65297359439315,0.44346881539039484,10.592869051616823,2.799075970981935,9.541085877979803,73.57584656864324,9.929162425325014
55,volatile,87.47841687447796,0.3088686617128094,7.7894741747386895,4.076695131506707,9.687458636432332,47.66405228317653,24.36601520355273
56,volatile,94.64902088957642,0.515325489652632,19.057357800703763,7.32359501193455,9.668893851491212,61.57077445613106,49.26424768530004
57,volatile,91.2216138230396,0.39041192645075207,12.551268421506556,5.632577006651026,9.651679847719336,55.12344396204909,23.101956522727097
58,volatile,96.35562351715846,0.3739181174265727,14.823491200336939,8.258262764709237,9.706681723067604,44.28935361379966,34.51824815164345
59,volatile,100.38218656137641,0.3808657067175865,17.538510695083453,10.695337115966119,9.593634564182004,39.01798560943759,45.29960536004135
60,volatile,93.69248203747208,0.36677696688793593,13.033322285249369,6.826378950467408,9.624029218786696,47.62364651879091,26.158280995791728
61,volatile,87.71958087045566,0.5207817049967699,15.30131623452332,4.167739224924425,9.737475727701117,72.76221756974711,36.36184248168721
62,volatile,96.3480296005283,0.5084510287043961,19.83056700458146,8.253970640476261,9.526749576145072,58.377535858811584,51.95926786186141
63,volatile,91.72207664544773,0.4144424673444345,13.694366110551229,5.863730868754473,9.779343718778087,57.18143635552004,28.588562334087868
64,volatile,101.41012248237517,0.5076336036923983,22.985449561588638,11.367000957042329,9.681349380895774,50.546971349919076,57.88053065938533
65,volatile,99.64775159730307,0.4856797173764204,21.031567609596436,10.227428718676116,9.560959499821578,51.37105845591143,54.53995785145833
66,volatile,90.70204324318198,0.2797485637505515,8.273391814250914,5.398357337616467,9.844987453226501,34.75037253381619,18.995784005642218
67,volatile,97.63282514773879,0.3186246263563688,13.494564805622275,8.996762587113423,9.723448692035376,33.33047255169667,27.945444465283753
68,volatile,92.99042380383928,0.3884511670460846,13.442898115890216,6.473821022167215,9.629878029873801,51.84207329136255,28.364568809081607
69,volatile,99.51996494291345,0.23372986760648456,11.420495680766045,10.147053684598994,9.889034988242472,11.15049671890978,13.409756768288089
70,volatile,86.44712077267086,0.5401816354738899,15.285688193837277,3.701551789662634,9.67869294752471,75.78419929332992,36.68133992536324
71,volatile,95.56499215086194,0.46510911264988847,17.754938167204713,7.817746682606796,9.7504174767246,55.9686065421111,45.08334872866709
72,volatile,93.63066511121059,0.2999109138891758,10.519113934482377,6.794913458874838,9.566708882449085,35.40412718032604,9.054042554965044
73,volatile,95.0300497567282,0.499735578922367,18.713170859182767,7.527026152097619,9.5908703235826,59.776853379158766,48.74802140292408
74,volatile,93.5390088444603,0.26318652858747,9.103896356108159,6.748409240747392,9.825364150078208,25.87339555750081,7.924824336186434
75,volatile,88.10847637298843,0.2696325611218938,6.709128485013693,4.317214734450641,9.814033991866197,35.65163129467434,46.27882017445321
76,volatile,82.79562884334177,0.2976338426611439,5.473887398300278,2.5547507048632525,9.655278449163298,53.328402304063836,76.3879624590269
77,volatile,84.96669451575889,0.5073049535760108,13.386802075514282,3.202891626154212,9.789940222423326,76.07425875061975,26.868716163884688
78,volatile,89.12181086881112,0.40976078517162895,12.140077650246667,4.722163897808798,9.593132197238496,61.102687858731684,20.9796471355883
79,volatile,101.06224278998465,0.43997900960896885,20.20852175372834,11.137533009412259,9.72129294432424,44.886948460950855,51.8950813780789
80,volatile,93.90098925502981,0.4488468596227059,16.178563285485986,6.93311087314634,9.67146632384064,57.146312989571015,40.2204871150886
81,volatile,93.03843843581555,0.4654787787710832,16.291262479622112,6.497596994440741,9.6866892015613,60.11606219856659,40.540586012423084
82,volatile,92.48060388470492,0.3630179769035966,12.229493431289534,6.224421988864037,9.750230137608042,49.10319038286032,20.272820845859567
83,volatile,89.80134470862913,0.3479532126754515,10.282303479176726,5.006264309705678,9.862817980010277,51.31184058276293,4.079684090398347
84,volatile,89.41355774949814,0.5127477952148464,15.947531735401434,4.84290326821715,9.724584369010167,69.63227069511618,39.02138255399824
85,volatile,90.59107695569746,0.31951072855332036,9.65614176666194,5.349096007407319,9.76019711295514,44.60421008031178,1.0776078977263424
86,volatile,91.75268145173783,0.4539855593733283,15.14558832959036,5.878042928350077,9.647938146240222,61.18973525204049,36.298690177714825
87,volatile,89.34501522499092,0.44443014534455266,13.488976667544577,4.814370030328973,9.86069535249559,64.30885641671628,26.898121365862295
88,volatile,89.23888477859514,0.4506345454204409,13.652691699679771,4.770391779880498,9.564736618773495,65.05896503916229,29.942484389376204
89,volatile,93.67228394993512,0.3319554833070244,11.731896855672211,6.816088954302714,9.760726246388423,41.9012199122154,16.80180650693971
90,volatile,89.41194350481915,0.4179030361311119,12.580866197127278,4.842230103127363,9.576498558942731,61.511154897799955,23.880451402229887
91,volatile,101.23353662868017,0.4192018190148037,19.531686948840004,11.250247807562317,9.552381587165684,42.40001983940013,51.09290041261385
92,volatile,98.91079495518764,0.45189679100717145,19.300111822798044,9.768183186742718,9.576314626482649,49.387945124731566,50.382076982731604
93,volatile,98.39225931303649,0.465420215670084,19.485423505802032,9.451322636266184,9.657348443074412,51.495421008160626,50.438088039509054
94,volatile,93.24691841855378,0.526196262381078,18.62140310458914,6.601405371359661,9.55981727251892,64.54936647747677,48.662207574664684
95,volatile,86.8674235029447,0.25520328792154356,5.686424674857914,3.851669972596774,9.733473933428634,32.26552371955907,71.170366090743
96,volatile,89.22400236653401,0.5504925655552473,17.172060240319354,4.764244468255271,9.641042504555777,72.25583650662368,43.856227094294894
97,volatile,89.17960684631636,0.3822069777235548,11.19038039081466,4.745935219713875,9.630234648634953,57.589151986205444,13.94184726249621
98,volatile,85.74230287904778,0.5155011683258608,14.066968081532476,3.4583226268965106,9.514974892648084,75.41529484639481,32.35944776799757
99,volatile,98.64576265066216,0.4999361413990027,20.934733409242313,9.60557764707957,9.536995246759354,54.11655138231243,54.44415240296807
